Page,Content,Title,Category1,Category2
aebab665cc2da4e726f386c04d6adb6e1a55fe11f687cf9fb151dbc5bd8eb216,"Пример Вопроса:
 Можно ли в приложении Студия RUTUBE создавать и вести трансляции? 
Пример ответа: 
 Да, можно. Для этого, в нижней части экрана нажмите на ""+"" и выберите ""Создать трансляцию"".","Да, можно. Для этого, в нижней части экрана нажмите на ""+"" и выберите ""Создать трансляцию"".",ТРАНСЛЯЦИЯ,Управление трансляцией
5600ba49e294c562bc5fb58a11fa8a75b5790c892edfb87e032db7859d93034c,"Пример Вопроса:
 Можно ли отсортировать видео по статусу в категории ""Модерация/Отклонено""? 
Пример ответа: 
 Нет, по статусу вы можете отфильтровать только опубликованные и запланированные видео.","Нет, по статусу вы можете отфильтровать только опубликованные и запланированные видео.",ПРЕДЛОЖЕНИЯ,Навигация
683ae57dd6bc26e05bd08735007e795867176615d121be4d9b9b9afa0df12f5e,"Пример Вопроса:
 Какие требования к обложке видео? 
Пример ответа: 
 Мы рекомендуем соблюдать следующие требования: Разрешение: до 1920х1080. Формат: jpeg, jpg или png Размер файла: не более 10 МБ.","Мы рекомендуем соблюдать следующие требования: Разрешение: до 1920х1080. Формат: jpeg, jpg или png Размер файла: не более 10 МБ.",ВИДЕО,Загрузка видео
d8370fa7c322395263df7edf180c3c0a8271c45ded931e57a9a2e0687a1892ad,"Пример Вопроса:
 Можно ли заблокировать пользователя, оставляющего оскорбительные комментарии? 
Пример ответа: 
 На данный момент такой возможности нет, но мы ее обязательно добавим в следующих обновлениях. Рекомендуем воспользоваться разделом ""Комментарии"" в веб-версии Студии: https://studio.rutube.ru/comments","На данный момент такой возможности нет, но мы ее обязательно добавим в следующих обновлениях. Рекомендуем воспользоваться разделом ""Комментарии"" в веб-версии Студии: https://studio.rutube.ru/comments",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
b27b524a8beb5cc272f786c5ca541a5bd4bd50f207c8befbbe43b1aac079ff86,"Пример Вопроса:
 Сколько комментариев можно закрепить под видео? 
Пример ответа: 
 Под видео можно закрепить 1 комментарий. Комментарий может быть как ваш собственный, так и любого другого пользователя.","Под видео можно закрепить 1 комментарий. Комментарий может быть как ваш собственный, так и любого другого пользователя.",ВИДЕО,Комментарии
1ec701c19d83a7c620af301cff1ac86204800645b11af40e6352d064b8c01124,"Пример Вопроса:
 Как перенести видео с YouTube на RUTUBE? 
Пример ответа: 
 Перенести видео с YouTube на RUTUBE можно только в веб-версии Студии RUTUBE: https://studio.rutube.ru/.",Перенести видео с YouTube на RUTUBE можно только в веб-версии Студии RUTUBE: https://studio.rutube.ru/.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE
c9dd440bea74b26fc86748d12aa932c4c439f23a3fce8f31f46a4acb03a9d4db,"Пример Вопроса:
 Не могу зарегистрироваться/авторизоваться в приложении. Что делать? 
Пример ответа: 
 Напишите в поддержку на help@rutube.ru указав электронную почту или номер телефона, на которые регистрировался аккаунт.","Напишите в поддержку на help@rutube.ru указав электронную почту или номер телефона, на которые регистрировался аккаунт.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация
65267f33575a63beaed4a996c49b9350b4f092304d766eabe93c81d01d9114b7,"Пример Вопроса:
 Как написать обращение в поддержку через приложение Студия RUTUBE? 
Пример ответа: 
 Нажмите на фото своего профиля в правом верхнем углу, выберите ""Поддержка"", а далее вы можете отправить обращение на help@rutube.ru","Нажмите на фото своего профиля в правом верхнем углу, выберите ""Поддержка"", а далее вы можете отправить обращение на help@rutube.ru",ОТСУТСТВУЕТ,Отсутствует
8ec0295af924b334d3bda0bc4c0a3d03e348eab9b348dbbdc562e6cf56894b6e,"Пример Вопроса:
 Для чего нужны настройки доступа к студии канала в Студии RUTUBE? 
Пример ответа: 
 С помощью настроек доступа вы сможете разрешить другим пользователям выполнять определённые действия в разделах Студии RUTUBE вашего канала, и при этом не нужно будет делиться своим паролем.","С помощью настроек доступа вы сможете разрешить другим пользователям выполнять определённые действия в разделах Студии RUTUBE вашего канала, и при этом не нужно будет делиться своим паролем.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
6d24d36757a00ca20311ab5e40771ea5a20e396fbd4a816b286a39ff7434eb69,"Пример Вопроса:
 Где находятся настройки доступа к студии канала в Студии RUTUBE? 
Пример ответа: 
 Функционал предоставления доступа другим пользователям находится в блоке ""Доступы к студии канала"" в настройках канала: https://studio.rutube.ru/channel-settings. Здесь вы можете добавлять пользователей, назначать и изменять их роли.","Функционал предоставления доступа другим пользователям находится в блоке ""Доступы к студии канала"" в настройках канала: https://studio.rutube.ru/channel-settings. Здесь вы можете добавлять пользователей, назначать и изменять их роли.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
c9e944e9c39b14c0d8bc09189b751490371c2862ec1ff8e1e1b560eff4ad86c5,"Пример Вопроса:
 Какие данные пользователя потребуются, чтобы предоставить доступ к студии моего канала? 
Пример ответа: 
 Вам потребуются данные этого пользователя (номер телефона или электронная почта), посмотреть эту информацию он может в профиле RUTUBE: https://rutube.ru/profile/","Вам потребуются данные этого пользователя (номер телефона или электронная почта), посмотреть эту информацию он может в профиле RUTUBE: https://rutube.ru/profile/",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
b94f2095c6718ab6c50eebcf0dab16c77848f04f707ec34a9443e46b80a353f2,"Пример Вопроса:
 Как предоставить доступ к студии моего канала другому пользователю? 
Пример ответа: 
 Нажмите на кнопку ""Добавить пользователя"" блока ""Доступы к студии канала"" в настройках канала: https://studio.rutube.ru/channel-settings. Далее заполните форму добавления пользователя и нажмите на кнопку ""Добавить"". Важно помнить, вы можете предоставить доступ к студии канала тем пользователям, у которых есть аккаунт на RUTUBE или свой канал.","Нажмите на кнопку ""Добавить пользователя"" блока ""Доступы к студии канала"" в настройках канала: https://studio.rutube.ru/channel-settings. Далее заполните форму добавления пользователя и нажмите на кнопку ""Добавить"". Важно помнить, вы можете предоставить доступ к студии канала тем пользователям, у которых есть аккаунт на RUTUBE или свой канал.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
062fc5ea9bb63db376910e2093d65d42b62293bfea9c4d305fcbe7265ca8b143,"Пример Вопроса:
 Можно ли предоставить доступ к студии канала другому пользователю по id канала? 
Пример ответа: 
 Нет, предоставление доступа возможно только по номеру телефона или электронной почте, привязанные к действующему профилю RUTUBE.","Нет, предоставление доступа возможно только по номеру телефона или электронной почте, привязанные к действующему профилю RUTUBE.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
0b7aad4d757e84e20cc94271beb985bb6a65a2b7e9e670302fe1eda74947fe08,"Пример Вопроса:
 Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE? 
Пример ответа: 
 Нет, предоставить доступ возможно только зарегистрированному пользователю RUTUBE с действующим профилем.","Нет, предоставить доступ возможно только зарегистрированному пользователю RUTUBE с действующим профилем.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
26eab885922136d210319bad72b1ad11abc36cfa831bb74b135dd416603adcee,"Пример Вопроса:
 Скольким пользователям можно предоставить доступ к студии канала? 
Пример ответа: 
 Максимальное количество пользователей с разными ролями - 50 человек для 1 канала.",Максимальное количество пользователей с разными ролями - 50 человек для 1 канала.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
409b2b2034524ee0b458c995f24b9022b0f2069405eb02285b10d98a83b8e791,"Пример Вопроса:
 К какому количеству студий может быть одновременно предоставлен доступ одному пользователю? 
Пример ответа: 
 Таких ограничений нет.",Таких ограничений нет.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
f70c596ee22e5c257ab9efa897767b6805d806b7f71a63107a59acf9385a7b6c,"Пример Вопроса:
 Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала? 
Пример ответа: 
 Нет, действует ограничение, в рамках которого пользователь может иметь доступ к чужой студии только в одной роли.","Нет, действует ограничение, в рамках которого пользователь может иметь доступ к чужой студии только в одной роли.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
454a8f65bd15c558578d8a8b706e9f35791e591cc02b9b876b806f52174b5bed,"Пример Вопроса:
 Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии? 
Пример ответа: 
 Нет, предоставление доступа даже самого высокого уровня не даёт всех возможностей, которые имеются у владельца канала. Недоступны следующие возможности: Удаление канала, Управление настройками доступа к студии.","Нет, предоставление доступа даже самого высокого уровня не даёт всех возможностей, которые имеются у владельца канала. Недоступны следующие возможности: Удаление канала, Управление настройками доступа к студии.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
2220b59cafb52b89b8743f98772b82a7ee6be025451e0dac01d307b891e523d3,"Пример Вопроса:
 Может ли пользователь, которому предоставлен доступ к студии канала, открывать доступ и назначать роли другим пользователям? 
Пример ответа: 
 Нет, только владелец канала может управлять настройками доступа и назначать роли.","Нет, только владелец канала может управлять настройками доступа и назначать роли.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
8c4dacfbc70eedab58df62919b76db5c41bf23fac2cde013de15a8941ab7e8c0,"Пример Вопроса:
 Можно ли отследить действия пользователей, которым выдали доступ к студии канала? 
Пример ответа: 
 Такая функция еще не реализована, следите за нашими обновлениями. Мы рекомендуем выдавать доступы только тем пользователям, которым вы полностью доверяете.","Такая функция еще не реализована, следите за нашими обновлениями. Мы рекомендуем выдавать доступы только тем пользователям, которым вы полностью доверяете.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
0f7bb031b250201f52c20349f825f80289b55bfd6b4a9b8d67d753d238925ca3,"Пример Вопроса:
 Может ли пользователь, которому предоставили доступ к студии канала, самостоятельно отказаться от него? 
Пример ответа: 
 Да, может. Для этого ему необходимо нажать на кнопку удаления напротив названия канала, к которому предоставлен доступ, в выпадающем меню своего профиля (вызывается нажатием на аватар в правом верхнем углу Студии) в Студии RUTUBE: https://studio.rutube.ru/","Да, может. Для этого ему необходимо нажать на кнопку удаления напротив названия канала, к которому предоставлен доступ, в выпадающем меню своего профиля (вызывается нажатием на аватар в правом верхнем углу Студии) в Студии RUTUBE: https://studio.rutube.ru/",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
8711ebbfd53aa577aba56a643f6e628f6c9fd4830dd449ab05bba47f123f7622,"Пример Вопроса:
 Где посмотреть, к каким студиям мне предоставлен доступ? 
Пример ответа: 
 Все предоставленные доступы пользователь может видеть в разделе ""Профили"" в меню Студии RUTUBE: https://studio.rutube.ru/. Все студии расположены в формате списка, с помощью которого можно перемещаться из одной студии в другую.","Все предоставленные доступы пользователь может видеть в разделе ""Профили"" в меню Студии RUTUBE: https://studio.rutube.ru/. Все студии расположены в формате списка, с помощью которого можно перемещаться из одной студии в другую.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
5a661ac480d33527f15e66dba272b9e026097064d58cafdf3976f78c6b26c998,"Пример Вопроса:
 Могу ли я посмотреть, с какими студиями уже работает пользователь, которому я хочу предоставить доступ? 
Пример ответа: 
 Такой возможности нет.",Такой возможности нет.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE
d0418b1b401f170e76ce87edee1cf816e316a0c564ab1cbf5f30b1dfe8ffe392,"Пример Вопроса:
 Какие бывают роли в доступах к студии канала? 
Пример ответа: 
 Всего существуют пять ролей, каждая роль ограничена своим функционалом: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев 4. Пользователь с правами просмотра 5. Пользователь с ограниченными правами просмотра","Всего существуют пять ролей, каждая роль ограничена своим функционалом: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев 4. Пользователь с правами просмотра 5. Пользователь с ограниченными правами просмотра",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
383137c96f0d3c9d26ccc1222c2eca0a884754391900d292a12b61c5459e6408,"Пример Вопроса:
 Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора? 
Пример ответа: 
 Пользователь с правами редактора может осуществлять от имени канала любые действия в Студии, кроме: Удаления канала, Управления настройками доступа к каналу. Обращаем внимание, что только редактор, как и владелец канала, может изменять банковские реквизиты, на которые приходят выплаты по монетизации.","Пользователь с правами редактора может осуществлять от имени канала любые действия в Студии, кроме: Удаления канала, Управления настройками доступа к каналу. Обращаем внимание, что только редактор, как и владелец канала, может изменять банковские реквизиты, на которые приходят выплаты по монетизации.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
37c7700097ce9d32abcf30209bc17a21bbf9b9086ab216cdf23d8050f93a69b7,"Пример Вопроса:
 Сколько пользователей можно назначить на роль Редактора? 
Пример ответа: 
 Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.",Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
6f34a0b24e861cd43dc87655787e97f6f09bbc36365ed08913ba3f790e12f4f3,"Пример Вопроса:
 Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона? 
Пример ответа: 
 Нет, Редактор не сможет создать трансляцию, так как наличие телефона владельца канала является обязательным условием для этого действия.","Нет, Редактор не сможет создать трансляцию, так как наличие телефона владельца канала является обязательным условием для этого действия.",ПРЕДЛОЖЕНИЯ,Трансляция
ce521b450c678416cc4e331fbe82ffbed8cb540f1b13838f3bb5cc29bbacd92a,"Пример Вопроса:
 Может ли пользователь с правами Редактора управлять подписками Владельца канала? 
Пример ответа: 
 Нет, у пользователя с любым уровнем доступа нет возможности управлять подписками Владельца канала.","Нет, у пользователя с любым уровнем доступа нет возможности управлять подписками Владельца канала.",ПРЕДЛОЖЕНИЯ,Студия RUTUBE
7c8a3c4c250693de70db0843c2f6dc96e4fb039491d4f5a5aa10f61be5626fbe,"Пример Вопроса:
 Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами? 
Пример ответа: 
 Пользователь с доступом Редактора с ограниченными правами имеет те же полномочия, что и Редактор, кроме доступа к разделу ""Монетизация"": https://studio.rutube.ru/monetization.","Пользователь с доступом Редактора с ограниченными правами имеет те же полномочия, что и Редактор, кроме доступа к разделу ""Монетизация"": https://studio.rutube.ru/monetization.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
efdd8284272d48fbc5ec71f7b3f08bba2c4923084c45bf0d6e1ce0e4be4af3f2,"Пример Вопроса:
 Сколько пользователей можно назначить на роль Редактора с ограниченными правами? 
Пример ответа: 
 Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.",Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
0c5837e5fd8bb10dee559645ff8d44622ff016c73ea9e63a40edc4379d1fa9d8,"Пример Вопроса:
 Какие возможности взаимодействия со Студией доступны пользователю с правами Модератора комментариев? 
Пример ответа: 
 Пользователю в этой роли доступен только раздел ""Комментарии"": https://studio.rutube.ru/comments, где он может размещать и модерировать комментарии от имени канала, ставить реакции и управлять комментариями других пользователей.","Пользователю в этой роли доступен только раздел ""Комментарии"": https://studio.rutube.ru/comments, где он может размещать и модерировать комментарии от имени канала, ставить реакции и управлять комментариями других пользователей.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
7474cbfe94977885651a18407d86d3df183b2666e3fc0ab6c252b81a8ca81ec1,"Пример Вопроса:
 Сколько пользователей можно назначить на роль Модератора комментариев? 
Пример ответа: 
 Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.",Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
1bdb5c68d61d760da6c83b86571edb156b2ef87b4a2ecedae02f32f7f5f3650e,"Пример Вопроса:
 Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с правами просмотра? 
Пример ответа: 
 Пользователь с правами просмотра может: 1. Просматривать информацию внутри Студии без возможности вносить в неё изменения 2. Просматривать видео и плейлисты канала (в том числе неопубликованные) 3. Просматривать раздел ""Аналитика"": https://studio.rutube.ru/analytics 4. Просматривать раздел ""Трансляция"": https://studio.rutube.ru/streams 5. Просматривать раздел ""Монетизация"": https://studio.rutube.ru/monetization","Пользователь с правами просмотра может: 1. Просматривать информацию внутри Студии без возможности вносить в неё изменения 2. Просматривать видео и плейлисты канала (в том числе неопубликованные) 3. Просматривать раздел ""Аналитика"": https://studio.rutube.ru/analytics 4. Просматривать раздел ""Трансляция"": https://studio.rutube.ru/streams 5. Просматривать раздел ""Монетизация"": https://studio.rutube.ru/monetization",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
71870313fc1102004498fa10ef93a592df7f7fa15524baa986781bb1e1499608,"Пример Вопроса:
 Скольким пользователям можно предоставить права доступа на роль Пользователя с правами просмотра? 
Пример ответа: 
 Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.",Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
a0187fd1f942f6024f3c70450d87018984f8f5acb6b32aef0c11a651cfcc04ed,"Пример Вопроса:
 Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра? 
Пример ответа: 
 Пользователь с ограниченными правами просмотра может просматривать информацию внутри Студии, но не имеет прав вносить изменения в ней. Обращаем внимание, что пользователю с таким уровнем доступа не доступен к просмотру раздел ""Монетизация"": https://studio.rutube.ru/monetization.","Пользователь с ограниченными правами просмотра может просматривать информацию внутри Студии, но не имеет прав вносить изменения в ней. Обращаем внимание, что пользователю с таким уровнем доступа не доступен к просмотру раздел ""Монетизация"": https://studio.rutube.ru/monetization.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
835cb04457cd69c6987dfb18ef57aa27544ef504715060778baffed6976da1d5,"Пример Вопроса:
 Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра? 
Пример ответа: 
 Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.",Максимальное количество пользователей с разными ролями - 50 человек для 1 канала. Вы самостоятельно можете распределять количество пользователей на каждую роль.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
4effa515cbab226ca855ce031ddd4c9f03398b1075c6cbaff13565c4d74ccaf3,"Пример Вопроса:
 Каким ролям в студии доступен функционал работы с комментариями? 
Пример ответа: 
 Для работы с комментариями выделены 3 роли: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев",Для работы с комментариями выделены 3 роли: 1. Редактор 2. Редактор с ограниченными правами 3. Модератор комментариев,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
01bef6ebd414a461eab9627b71fdf87ee40860463635ac74f10c39616b229b8a,"Пример Вопроса:
 Как зрителям будут видны действия пользователей, которых назначили на роли? 
Пример ответа: 
 Все действия в рамках предоставленного уровня доступа будут выполняться от имени владельца канала. Для пользователей разницы в отображении не будет.",Все действия в рамках предоставленного уровня доступа будут выполняться от имени владельца канала. Для пользователей разницы в отображении не будет.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация
442b18ce8efd630bcd486bbd5b8c7245cf77fbf5e4a211d921a1b5976b97259b,"Пример Вопроса:
 Что такое Shorts на RUTUBE? 
Пример ответа: 
 Shorts — короткие вертикальные видео длительностью до 60 секунд, которые публикуются в разделе Shorts: https://rutube.ru/feeds/shorts/","Shorts — короткие вертикальные видео длительностью до 60 секунд, которые публикуются в разделе Shorts: https://rutube.ru/feeds/shorts/",ВИДЕО,Воспроизведение видео
512005075b48be302d483237b84a421b5f349cc3942ff23483128a925494e867,"Пример Вопроса:
 Какие требования к Shorts? 
Пример ответа: 
 Длительность до 60 секунд. Вертикальная ориентация. Высота больше ширины.",Длительность до 60 секунд. Вертикальная ориентация. Высота больше ширины.,ВИДЕО,Загрузка видео
818fc25955d131f143b9249f762e6455f47801564d4909fec6a4966a0d518f48,"Пример Вопроса:
 Какая минимальная продолжительность роликов Shorts? 
Пример ответа: 
 Минимальная продолжительность Shorts — от 1 секунды.",Минимальная продолжительность Shorts — от 1 секунды.,ВИДЕО,Загрузка видео
8b6cbb244bd0b90ff9e20bed55e529a9072ffd065307a0a4f79892b9a47d9e10,"Пример Вопроса:
 Как загрузить видео в формате Shorts? 
Пример ответа: 
 Shorts вы можете загрузить: На сайте RUTUBE — нажмите на значок загрузки со знаком «+» в правом верхнем углу страницы или перейдите по ссылке: https://studio.rutube.ru/uploader/. В мобильном приложении RUTUBE — нажмите на кнопку со знаком «+» в нижнем меню экрана. В мобильном приложении Студия RUTUBE на Android.",Shorts вы можете загрузить: На сайте RUTUBE — нажмите на значок загрузки со знаком «+» в правом верхнем углу страницы или перейдите по ссылке: https://studio.rutube.ru/uploader/. В мобильном приложении RUTUBE — нажмите на кнопку со знаком «+» в нижнем меню экрана. В мобильном приложении Студия RUTUBE на Android.,ВИДЕО,Загрузка видео
3ae349ebf4d61481e6bd1fba8b3ba0c1571dc300a0c2b538cba953c145bbbecf,"Пример Вопроса:
 Где расположен раздел Shorts? 
Пример ответа: 
 На сайте RUTUBE — на главной странице и в правом боковом меню, а также в мобильном приложении RUTUBE — на главной странице и в нижнем меню.","На сайте RUTUBE — на главной странице и в правом боковом меню, а также в мобильном приложении RUTUBE — на главной странице и в нижнем меню.",ВИДЕО,Воспроизведение видео
1014bd19634a22b0c426782e5d3d4c53373e229fa9577db929cd899c04969772,"Пример Вопроса:
 Как видео попадают в раздел Shorts на главной? 
Пример ответа: 
 Алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы. Рекомендуем регулярно публиковать Shorts, чтобы увеличить шансы попадания видео в раздел.","Алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы. Рекомендуем регулярно публиковать Shorts, чтобы увеличить шансы попадания видео в раздел.",СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА,Продвижение канала
162ca2d5052cd118e9604fe3492951e0926830bb77f2bc15f5ac06a1b4c99e04,"Пример Вопроса:
 Нужно ли ставить хештег #Shorts в описании видео, чтобы оно попало в раздел Shorts на главной? 
Пример ответа: 
 Нет, чтобы видео попало в раздел Shorts, ставить хештег в описании к нему необязательно.","Нет, чтобы видео попало в раздел Shorts, ставить хештег в описании к нему необязательно.",ВИДЕО,Загрузка видео
5dc947ed8e3f40355fe386ac44da5255e486ba2eaab3039ffaa81b90eb43cd23,"Пример Вопроса:
 Как увеличить шансы на попадание моего видео в раздел Shorts на главной странице? 
Пример ответа: 
 Рекомендуем регулярно публиковать контент на платформе. Обращайте внимание на оформление и мотивируйте свою аудиторию нажимать кнопку «В топ». Это даст возможность вашим видео попасть в рекомендации на главной странице.",Рекомендуем регулярно публиковать контент на платформе. Обращайте внимание на оформление и мотивируйте свою аудиторию нажимать кнопку «В топ». Это даст возможность вашим видео попасть в рекомендации на главной странице.,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА,Продвижение канала
10d459ffd704a3d4b0bdccb853105106ea0b36c790b3fd76f78f258de4d6bbf8,"Пример Вопроса:
 Есть ли ограничения на количество видео, размещаемых в разделе Shorts на главной? 
Пример ответа: 
 Нет, ограничений на количество Shorts на главной нет. Однако алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы.","Нет, ограничений на количество Shorts на главной нет. Однако алгоритм попадания видео в раздел Shorts работает по внутренним процессам платформы.",ВИДЕО,Загрузка видео
7d5b46339260eca61e12a261f89aa19c670c3a3506ee59204bd324513b1bcea6,"Пример Вопроса:
 Как часто обновляется подборка роликов Shorts на главной? 
Пример ответа: 
 Ролики для раздела Shorts на главной подбираются с помощью системы рекомендаций. Обновление происходит автоматически в соответствии с внутренними алгоритмами платформы.",Ролики для раздела Shorts на главной подбираются с помощью системы рекомендаций. Обновление происходит автоматически в соответствии с внутренними алгоритмами платформы.,ВИДЕО,Система рекомендаций
c1f2eccd3e33d8b9d2932beb35aab695f753b38299d1d4d25a7d79b06ddd274d,"Пример Вопроса:
 Где найти свои ролики Shorts? 
Пример ответа: 
 Опубликованные ролики Shorts вы можете найти в Студии RUTUBE → «Видео» → вкладка Shorts: https://studio.rutube.ru/videos?#shorts",Опубликованные ролики Shorts вы можете найти в Студии RUTUBE → «Видео» → вкладка Shorts: https://studio.rutube.ru/videos?#shorts,ВИДЕО,Загрузка видео
8059184e6ecd31fc3524b55de869b65b201f85346a21dc6efe6e7b5a00b2d53a,"Пример Вопроса:
 Монетизируются ли ролики Shorts? 
Пример ответа: 
 Да, Shorts монетизируются так же, как и другие видео на платформе, если вы соблюдаете правила RUTUBE: https://rutube.ru/info/adv_oferta/","Да, Shorts монетизируются так же, как и другие видео на платформе, если вы соблюдаете правила RUTUBE: https://rutube.ru/info/adv_oferta/",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
c2d224af18ebc3b58679d2d67346116cc24dbdb5231896c4619a84a7b07ac30d,"Пример Вопроса:
 Можно ли включить ролик Shorts в горизонтальном плеере? 
Пример ответа: 
 Shorts автоматически открываются в вертикальном формате и на сайте, и в приложениях RUTUBE.","Shorts автоматически открываются в вертикальном формате и на сайте, и в приложениях RUTUBE.",ВИДЕО,Воспроизведение видео
e392a6e5bb879420f4ff13f276f8d70cb2c06dc2bb82aabca73ce8cca479e3e9,"Пример Вопроса:
 Что такое Smart TV? 
Пример ответа: 
 Это телевизор или ТВ-приставка с доступом к интернету и возможностью скачивать сторонние приложения и сервисы. Приложение RUTUBE можно установить почти на любое устройство Smart TV.",Это телевизор или ТВ-приставка с доступом к интернету и возможностью скачивать сторонние приложения и сервисы. Приложение RUTUBE можно установить почти на любое устройство Smart TV.,ОТСУТСТВУЕТ,Отсутствует
